disease,symptom,url_x,letter,name
Malnutrition,"increased risk of infection, recurrent infections, taking longer to recover and poor wound healing",https://www.nhsinform.scot/illnesses-and-conditions/nutritional/malnutrition/,M,Malnutrition
Soft tissue sarcomas: Teenagers and young adults,There are different types or rhabdomyosarcoma. The most likely one to happen in teenagers and young adults is called an alveolar rhabdomyosarcoma and affects an arm or a leg.,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/soft-tissue-sarcomas-teenagers-and-young-adults/,S,Soft tissue sarcomas: Teenagers and young adults
Septic shock,nausea and vomiting,https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/septic-shock/,S,Septic shock
Plantar heel pain,Talk to a healthcare professional about your symptoms if you’ve been following this advice and:,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/plantar-heel-pain/,P,Plantar heel pain
Kidney stones,leeks,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/kidney-stones/,K,Kidney stones
Chronic kidney disease,hard cheese,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/chronic-kidney-disease/,C,Chronic kidney disease
Diverticular disease and diverticulitis,vegetables,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/diverticular-disease-and-diverticulitis/,D,Diverticular disease and diverticulitis
Kidney infection,The symptoms of a kidney infection usually develop quite quickly over a few hours or days.,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/kidney-infection/,K,Kidney infection
Coma,Doctors assess a person’s level of consciousness using a tool called the Glasgow Coma Scale. This level is monitored constantly for signs of improvement or deterioration. The Glasgow Coma Scale assesses three things:,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/coma/,C,Coma
Vaginal cancer,radical vaginectomy – removing all of your vagina and pelvic lymph nodes,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/vaginal-cancer/,V,Vaginal cancer
Post-traumatic stress disorder (PTSD),The symptoms of post-traumatic stress disorder (PTSD) can have a significant impact on your day-to-day life.,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/post-traumatic-stress-disorder-ptsd/,P,Post-traumatic stress disorder (PTSD)
Congenital heart disease,They may also experience symptoms of:,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/congenital-heart-disease/,C,Congenital heart disease
Joint hypermobility,"If you’re experiencing symptoms, there are some things you can do yourself that can help. These include:",https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/joint-hypermobility/,J,Joint hypermobility
Epilepsy,smacking your lips,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/epilepsy/,E,Epilepsy
Raynaud’s phenomenon,puffy and itchy skin,https://www.nhsinform.scot/illnesses-and-conditions/a-to-z/raynauds-phenomenon/,R,Raynaud’s phenomenon
Bunion (hallux valgus),your symptoms haven’t improved within 12 weeks,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions/bunion-hallux-valgus/,Unknown,
Acute myeloid leukaemia,"You should see your GP if you or your child have possible symptoms of AML. Although it’s highly unlikely that leukaemia is the cause, these symptoms should be investigated.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/acute-myeloid-leukaemia/,A,Acute myeloid leukaemia
Bowel cancer,The symptoms of bowel cancer can be subtle and don’t necessarily make you feel ill.,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/bowel-cancer/,B,Bowel cancer
Personality disorder,Schizoid personality disorder,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/personality-disorder/,P,Personality disorder
Skin cancer (non-melanoma),ultraviolet B (UVB),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/skin-cancer-non-melanoma/,S,Skin cancer (non-melanoma)
Earwax build-up,"being elderly, as earwax becomes drier with age",https://www.nhsinform.scot/illnesses-and-conditions/ears-nose-and-throat/earwax-build-up/,E,Earwax build-up
Cerebral palsy,"Surgery may be recommended to help with certain symptoms of cerebral palsy. For example, surgery on muscles, bones and nerves can help mobility. Speak to your healthcare provider for further information on surgical options.",https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/cerebral-palsy/,C,Cerebral palsy
Crohn’s disease,joint pain and swelling (arthritis),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/inflammatory-bowel-disease-ibd/crohns-disease/,C,Crohn’s disease
Self-harm,difficult relationships with friends or partners,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/self-harm/,S,Self-harm
Bipolar disorder,anticonvulsant medicines,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/bipolar-disorder/,B,Bipolar disorder
Phobias,dry mouth,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/phobias/,P,Phobias
Bowel cancer,Living with bowel cancer,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/bowel-cancer/,B,Bowel cancer
Kidney cancer,immunotherapy,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/kidney-cancer/,K,Kidney cancer
Cervical cancer,"Kidney failure can cause a wide range of symptoms, including:",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/cervical-cancer/,C,Cervical cancer
Varicose eczema,"There are a number of treatments available that can improve the symptoms and appearance of varicose veins, including:",https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/varicose-eczema/,V,Varicose eczema
Myalgic encephalomyelitis (ME) or chronic fatigue syndrome (CFS),Myalgic encephalomyelitis (ME) or chronic fatigue syndrome (CFS) is a long term (chronic) neurological condition that affects the nervous and immune systems.,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/myalgic-encephalomyelitis-me-or-chronic-fatigue-syndrome-cfs/,M,Myalgic encephalomyelitis (ME) or chronic fatigue syndrome (CFS)
Vitamin B12 or folate deficiency anaemia,the level of folate in your blood,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/vitamin-b12-or-folate-deficiency-anaemia/,V,Vitamin B12 or folate deficiency anaemia
Lumbar stenosis,change in ability to achieve an erection or ejaculate,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/lumbar-stenosis/,L,Lumbar stenosis
Acute myeloid leukaemia,chronic lymphocytic leukaemia,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/acute-myeloid-leukaemia/,A,Acute myeloid leukaemia
Testicular cancer,Sertoli cell tumours – which account for around 1% of cases,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/testicular-cancer/,T,Testicular cancer
Shingles,eye problems,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/shingles/,S,Shingles
Fibroids,pain or discomfort during sex,https://www.nhsinform.scot/healthy-living/womens-health/girls-and-young-women-puberty-to-around-25/periods-and-menstrual-health/fibroids/,F,Fibroids
Cervical cancer,swelling of one of your legs,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/cervical-cancer/,C,Cervical cancer
Non-Hodgkin lymphoma,"having an autoimmune condition (a condition caused by problems with the immune system), such as rheumatoid arthritis, lupus or Sjogren’s syndrome",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/non-hodgkin-lymphoma/,N,Non-Hodgkin lymphoma
Golfers elbow,Golfer’s elbow is a condition which causes pain around the inside bony part of the elbow and down into the forearm. It’s also known as medial epicondylitis or medial epicondyle tendinopathy.,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/golfers-elbow/,G,Golfers elbow
Carcinoid syndrome and carcinoid tumours,Symptoms will depend on where in the body the tumour develops:,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/carcinoid-syndrome-and-carcinoid-tumours/,C,Carcinoid syndrome and carcinoid tumours
Breast cancer (male),diarrhoea,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/breast-cancer-male/,B,Breast cancer (male)
Syphilis,stroke,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/syphilis/,S,Syphilis
Lyme disease,may get bigger over several days or weeks,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/lyme-disease/,L,Lyme disease
Testicular cancer,reduced ability to achieve or maintain an erection (erectile dysfunction),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/testicular-cancer/,T,Testicular cancer
Lymphoedema,Read more about the causes of lymphoedema,https://www.nhsinform.scot/illnesses-and-conditions/blood-and-lymph/lymphoedema/,L,Lymphoedema
Glandular fever,a sore throat – this is usually more painful than any you may have had before,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/glandular-fever/,G,Glandular fever
Acute lymphoblastic leukaemia: Teenagers and young adults,Tests for ALL,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/acute-lymphoblastic-leukaemia-teenagers-and-young-adults/,A,Acute lymphoblastic leukaemia: Teenagers and young adults
Scarlet fever,severe headaches,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/scarlet-fever/,S,Scarlet fever
Wolff-Parkinson-White syndrome,pounding heartbeat that occurs suddenly,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/wolff-parkinson-white-syndrome/,W,Wolff-Parkinson-White syndrome
Skin light sensitivity (photosensitivity),"Light sensitivity symptoms can be a side effect of some drugs or chemicals, for example:",https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/skin-light-sensitivity/skin-light-sensitivity-photosensitivity/,S,Skin light sensitivity (photosensitivity)
Meningitis,a lumbar puncture – where a sample of fluid is taken from the spine and checked for bacteria or viruses,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/meningitis/,M,Meningitis
Thrush,There are things you can do to relieve symptoms and stop thrush from coming back.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/thrush/,T,Thrush
Anxiety disorders in children,Children with certain conditions such as attention deficit hyperactivity disorder (ADHD) and autistic spectrum disorders may experience anxiety as part of the symptoms of their condition. This is because of differences in the way their brain functions.,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/anxiety-disorders-in-children/,A,Anxiety disorders in children
Greater trochanteric pain syndrome,Pain when standing on the affected leg (sometimes called hanging on the hip),https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/greater-trochanteric-pain-syndrome/,G,Greater trochanteric pain syndrome
Lactose intolerance,"The exact changes you need to make to your diet depend on how sensitive you are to lactose. Some people are able to tolerate some lactose in their diet without any problems, whereas others experience symptoms after consuming food containing only a tiny amount of lactose.",https://www.nhsinform.scot/illnesses-and-conditions/nutritional/lactose-intolerance/,L,Lactose intolerance
